# DESCRIPTION:
# Reference: Barker, S., Knorr, G., Edwards, R. L., Parrenin, F., Putnam, A. E., Skinner, L. C., ... & Ziegler, M. (2011). 800,000 years of abrupt climate variability. science, 334(6054), 347-351, https://doi.org/10.1126/science.1203580
# Data from: https://doi.org/10.1126/science.1203580. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

EDC3 Age [kyr],GLT_syn δ18O [‰]
277.7,-39
277.75,-39.2
277.8,-39.47
277.85,-39.79
277.9,-40.14
277.95,-40.54
278,-40.94
278.05,-41.29
278.1,-41.53
278.15,-41.67
278.2,-41.69
278.25,-41.64
278.3,-41.57
278.35,-41.47
278.4,-41.36
278.45,-41.23
278.5,-41.05
278.55,-40.83
278.6,-40.57
278.65,-40.27
278.7,-39.96
278.75,-39.74
278.8,-39.6
278.85,-39.56
278.9,-39.6
278.95,-39.67
279,-39.72
279.05,-39.77
279.1,-39.81
279.15,-39.81
279.2,-39.78
279.25,-39.72
279.3,-39.63
279.35,-39.53
279.4,-39.42
279.45,-39.29
279.5,-39.11
279.55,-38.92
279.6,-38.68
279.65,-38.44
279.7,-38.19
279.75,-37.92
279.8,-37.62
279.85,-37.35
279.9,-37.13
279.95,-37.01
280,-37
280.05,-37.08
280.1,-37.21
280.15,-37.38
280.2,-37.59
280.25,-37.83
280.3,-38.07
280.35,-38.31
280.4,-38.57
280.45,-38.88
280.5,-39.28
280.55,-39.74
280.6,-40.2
280.65,-40.58
280.7,-40.87
280.75,-41.09
280.8,-41.26
280.85,-41.4
280.9,-41.47
280.95,-41.48
281,-41.49
281.05,-41.49
281.1,-41.49
281.15,-41.47
281.2,-41.36
281.25,-41.16
281.3,-40.92
281.35,-40.68
281.4,-40.44
281.45,-40.18
281.5,-39.91
281.55,-39.62
281.6,-39.37
281.65,-39.16
281.7,-38.96
281.75,-38.76
281.8,-38.58
281.85,-38.4
281.9,-38.28
281.95,-38.21
282,-38.19
282.05,-38.18
282.1,-38.2
282.15,-38.24
282.2,-38.29
282.25,-38.34
282.3,-38.4
282.35,-38.44
282.4,-38.5
282.45,-38.56
282.5,-38.62
282.55,-38.66
282.6,-38.66
282.65,-38.64
282.7,-38.6
282.75,-38.55
282.8,-38.53
282.85,-38.52
282.9,-38.53
282.95,-38.54
283,-38.54
283.05,-38.52
283.1,-38.48
283.15,-38.44
283.2,-38.43
283.25,-38.47
283.3,-38.55
283.35,-38.65
283.4,-38.73
283.45,-38.81
283.5,-38.86
283.55,-38.9
283.6,-38.93
283.65,-38.95
283.7,-38.98
283.75,-39.03
283.8,-39.1
283.85,-39.16
283.9,-39.16
283.95,-39.12
284,-39.03
284.05,-38.93
284.1,-38.86
284.15,-38.8
284.2,-38.75
284.25,-38.72
284.3,-38.7
284.35,-38.7
284.4,-38.72
284.45,-38.75
284.5,-38.82
284.55,-38.92
284.6,-39.05
284.65,-39.14
284.7,-39.19
284.75,-39.18
284.8,-39.15
284.85,-39.13
284.9,-39.12
284.95,-39.11
285,-39.08
285.05,-39.04
285.1,-38.98
285.15,-38.86
285.2,-38.69
285.25,-38.46
285.3,-38.23
285.35,-38.08
285.4,-38.02
285.45,-38.04
285.5,-38.08
285.55,-38.09
285.6,-38.08
285.65,-38.06
285.7,-38.03
285.75,-38.02
285.8,-38.01
285.85,-38.02
285.9,-38.05
285.95,-38.09
286,-38.12
286.05,-38.16
286.1,-38.21
286.15,-38.27
286.2,-38.32
286.25,-38.35
286.3,-38.35
286.35,-38.35
286.4,-38.39
286.45,-38.46
286.5,-38.57
286.55,-38.68
286.6,-38.77
286.65,-38.86
286.7,-38.92
286.75,-38.92
286.8,-38.85
286.85,-38.72
286.9,-38.61
286.95,-38.55
287,-38.55
287.05,-38.58
287.1,-38.55
287.15,-38.47
287.2,-38.32
287.25,-38.16
287.3,-38.01
287.35,-37.87
287.4,-37.77
287.45,-37.71
287.5,-37.7
287.55,-37.74
287.6,-37.79
287.65,-37.84
287.7,-37.86
287.75,-37.86
287.8,-37.87
287.85,-37.89
287.9,-37.95
287.95,-38.06
288,-38.22
288.05,-38.39
288.1,-38.53
288.15,-38.64
288.2,-38.71
288.25,-38.77
288.3,-38.8
288.35,-38.81
288.4,-38.82
288.45,-38.86
288.5,-38.93
288.55,-39
288.6,-39.04
288.65,-39.02
288.7,-38.95
288.75,-38.87
288.8,-38.84
288.85,-38.83
288.9,-38.84
288.95,-38.83
289,-38.81
289.05,-38.76
289.1,-38.67
289.15,-38.53
289.2,-38.34
289.25,-38.16
289.3,-38
289.35,-37.86
289.4,-37.73
289.45,-37.58
289.5,-37.42
289.55,-37.24
289.6,-37.06
289.65,-36.9
289.7,-36.78
289.75,-36.74
289.8,-36.79
289.85,-36.91
289.9,-37.08
289.95,-37.28
290,-37.48
290.05,-37.69
290.1,-37.91
290.15,-38.17
290.2,-38.46
290.25,-38.77
290.3,-39.1
290.35,-39.41
290.4,-39.68
290.45,-39.9
290.5,-40.05
290.55,-40.16
290.6,-40.24
290.65,-40.32
290.7,-40.42
290.75,-40.53
290.8,-40.67
290.85,-40.78
290.9,-40.86
290.95,-40.92
291,-40.93
291.05,-40.9
291.1,-40.84
291.15,-40.76
291.2,-40.69
291.25,-40.62
291.3,-40.56
291.35,-40.5
291.4,-40.4
291.45,-40.29
291.5,-40.15
291.55,-39.98
291.6,-39.82
291.65,-39.64
291.7,-39.55
291.75,-39.53
291.8,-39.59
291.85,-39.69
291.9,-39.77
291.95,-39.83
292,-39.88
292.05,-39.92
292.1,-39.95
292.15,-39.95
292.2,-39.93
292.25,-39.9
292.3,-39.84
292.35,-39.8
292.4,-39.72
292.45,-39.65
292.5,-39.6
292.55,-39.56
292.6,-39.57
292.65,-39.59
292.7,-39.64
292.75,-39.7
292.8,-39.79
292.85,-39.92
292.9,-40.11
292.95,-40.34
293,-40.6
293.05,-40.82
293.1,-40.99
293.15,-41.09
293.2,-41.11
293.25,-41.08
293.3,-40.99
293.35,-40.88
293.4,-40.72
293.45,-40.52
293.5,-40.26
293.55,-39.94
293.6,-39.59
293.65,-39.25
293.7,-38.96
293.75,-38.74
293.8,-38.6
293.85,-38.49
293.9,-38.44
293.95,-38.44
294,-38.47
294.05,-38.56
294.1,-38.72
294.15,-38.95
294.2,-39.26
294.25,-39.64
294.3,-40.01
294.35,-40.29
294.4,-40.47
294.45,-40.56
294.5,-40.57
294.55,-40.56
294.6,-40.52
294.65,-40.45
294.7,-40.34
294.75,-40.2
294.8,-40.01
294.85,-39.77
294.9,-39.46
294.95,-39.11
295,-38.78
295.05,-38.5
295.1,-38.27
295.15,-38.08
295.2,-37.93
295.25,-37.79
295.3,-37.66
295.35,-37.51
295.4,-37.33
295.45,-37.12
295.5,-36.89
295.55,-36.71
295.6,-36.58
295.65,-36.52
295.7,-36.49
295.75,-36.48
295.8,-36.51
295.85,-36.56
295.9,-36.66
295.95,-36.79
296,-36.97
296.05,-37.24
296.1,-37.62
296.15,-38.11
296.2,-38.68
296.25,-39.2
296.3,-39.67
296.35,-40.08
296.4,-40.44
296.45,-40.77
296.5,-41.07
296.55,-41.35
296.6,-41.59
296.65,-41.79
296.7,-41.95
296.75,-42.04
296.8,-42.07
296.85,-42.04
296.9,-41.96
296.95,-41.86
297,-41.74
297.05,-41.63
297.1,-41.5
297.15,-41.37
297.2,-41.25
297.25,-41.14
297.3,-41.03
297.35,-40.93
297.4,-40.81
297.45,-40.67
297.5,-40.5
297.55,-40.3
297.6,-40.07
297.65,-39.86
297.7,-39.7
297.75,-39.57
297.8,-39.48
297.85,-39.4
297.9,-39.29
297.95,-39.17
298,-39.03
298.05,-38.88
298.1,-38.72
298.15,-38.58
298.2,-38.46
298.25,-38.35
298.3,-38.29
298.35,-38.24
298.4,-38.19
298.45,-38.14
298.5,-38.08
298.55,-38.01
298.6,-37.95
298.65,-37.89
298.7,-37.85
298.75,-37.85
298.8,-37.9
298.85,-37.99
298.9,-38.1
298.95,-38.23
299,-38.35
299.05,-38.47
299.1,-38.56
299.15,-38.63
299.2,-38.68
299.25,-38.72
299.3,-38.77
299.35,-38.82
299.4,-38.85
299.45,-38.85
299.5,-38.8
299.55,-38.7
299.6,-38.58
299.65,-38.44
299.7,-38.27
299.75,-38.08
299.8,-37.9
299.85,-37.74
299.9,-37.64
299.95,-37.62
300,-37.64
300.05,-37.7
300.1,-37.79
300.15,-37.91
300.2,-38.07
300.25,-38.27
300.3,-38.51
300.35,-38.77
300.4,-39.08
300.45,-39.45
300.5,-39.87
300.55,-40.31
300.6,-40.69
300.65,-40.98
300.7,-41.21
300.75,-41.4
300.8,-41.58
300.85,-41.74
300.9,-41.87
300.95,-41.95
301,-41.98
301.05,-41.96
301.1,-41.88
301.15,-41.76
301.2,-41.57
301.25,-41.34
301.3,-41.1
301.35,-40.86
301.4,-40.63
301.45,-40.39
301.5,-40.12
301.55,-39.82
301.6,-39.5
301.65,-39.19
301.7,-38.9
301.75,-38.62
301.8,-38.38
301.85,-38.17
301.9,-37.99
301.95,-37.84
302,-37.71
302.05,-37.6
302.1,-37.52
302.15,-37.47
302.2,-37.44
302.25,-37.43
302.3,-37.47
302.35,-37.56
302.4,-37.69
302.45,-37.85
302.5,-37.98
302.55,-38.08
302.6,-38.14
302.65,-38.17
302.7,-38.17
302.75,-38.14
302.8,-38.09
302.85,-38.05
302.9,-38.03
302.95,-38.04
303,-38.04
303.05,-37.99
303.1,-37.88
303.15,-37.74
303.2,-37.6
303.25,-37.52
303.3,-37.51
303.35,-37.57
303.4,-37.67
303.45,-37.8
303.5,-37.93
303.55,-38.03
303.6,-38.08
303.65,-38.1
303.7,-38.11
303.75,-38.19
303.8,-38.34
303.85,-38.55
303.9,-38.76
303.95,-38.91
304,-38.97
304.05,-38.96
304.1,-38.9
304.15,-38.85
304.2,-38.82
304.25,-38.86
304.3,-38.92
304.35,-38.98
304.4,-39
304.45,-38.94
304.5,-38.82
304.55,-38.66
304.6,-38.46
304.65,-38.28
304.7,-38.13
304.75,-38.03
304.8,-37.99
304.85,-37.95
304.9,-37.87
304.95,-37.77
305,-37.66
305.05,-37.57
305.1,-37.57
305.15,-37.65
305.2,-37.81
305.25,-38.03
305.3,-38.3
305.35,-38.62
305.4,-38.95
305.45,-39.26
305.5,-39.54
305.55,-39.79
305.6,-40.04
305.65,-40.28
305.7,-40.5
305.75,-40.68
305.8,-40.75
305.85,-40.75
305.9,-40.68
305.95,-40.57
306,-40.46
306.05,-40.36
306.1,-40.28
306.15,-40.24
306.2,-40.23
306.25,-40.24
306.3,-40.29
306.35,-40.37
306.4,-40.52
306.45,-40.74
306.5,-41.03
306.55,-41.33
306.6,-41.59
306.65,-41.81
306.7,-41.95
306.75,-42.02
306.8,-42.03
306.85,-41.97
306.9,-41.86
306.95,-41.69
307,-41.47
307.05,-41.18
307.1,-40.81
307.15,-40.37
307.2,-39.89
307.25,-39.45
307.3,-39.06
307.35,-38.73
307.4,-38.45
307.45,-38.21
307.5,-37.99
307.55,-37.8
307.6,-37.64
307.65,-37.51
307.7,-37.4
307.75,-37.31
307.8,-37.25
307.85,-37.25
307.9,-37.28
307.95,-37.32
308,-37.38
308.05,-37.43
308.1,-37.47
308.15,-37.51
308.2,-37.55
308.25,-37.6
308.3,-37.65
308.35,-37.71
308.4,-37.79
308.45,-37.88
308.5,-38
308.55,-38.11
308.6,-38.18
308.65,-38.23
308.7,-38.23
308.75,-38.23
308.8,-38.25
308.85,-38.28
308.9,-38.35
308.95,-38.44
309,-38.56
309.05,-38.71
309.1,-38.88
309.15,-39.02
309.2,-39.1
309.25,-39.13
309.3,-39.13
309.35,-39.13
309.4,-39.15
309.45,-39.18
309.5,-39.19
309.55,-39.18
309.6,-39.11
309.65,-38.99
309.7,-38.81
309.75,-38.59
309.8,-38.36
309.85,-38.2
309.9,-38.13
309.95,-38.14
310,-38.19
310.05,-38.22
310.1,-38.21
310.15,-38.15
310.2,-38.08
310.25,-38.02
310.3,-37.99
310.35,-38.01
310.4,-38.08
310.45,-38.16
310.5,-38.22
310.55,-38.22
310.6,-38.15
310.65,-38.05
310.7,-37.96
310.75,-37.94
310.8,-37.97
310.85,-38.05
310.9,-38.14
310.95,-38.23
311,-38.29
311.05,-38.33
311.1,-38.33
311.15,-38.3
311.2,-38.27
311.25,-38.25
311.3,-38.25
311.35,-38.25
311.4,-38.22
311.45,-38.14
311.5,-38.01
311.55,-37.85
311.6,-37.69
311.65,-37.54
311.7,-37.43
311.75,-37.36
311.8,-37.33
311.85,-37.35
311.9,-37.41
311.95,-37.47
312,-37.51
312.05,-37.52
312.1,-37.49
312.15,-37.48
312.2,-37.49
312.25,-37.54
312.3,-37.6
312.35,-37.64
312.4,-37.65
312.45,-37.63
312.5,-37.59
312.55,-37.53
312.6,-37.42
312.65,-37.26
312.7,-37.07
312.75,-36.92
312.8,-36.85
312.85,-36.85
312.9,-36.9
312.95,-36.94
313,-36.92
313.05,-36.88
313.1,-36.79
313.15,-36.7
313.2,-36.62
313.25,-36.57
313.3,-36.59
313.35,-36.7
313.4,-36.86
313.45,-37.03
313.5,-37.15
313.55,-37.18
313.6,-37.14
313.65,-37.08
313.7,-37.11
313.75,-37.23
313.8,-37.45
313.85,-37.7
313.9,-37.87
313.95,-37.97
314,-37.97
314.05,-37.92
314.1,-37.86
314.15,-37.77
314.2,-37.69
314.25,-37.64
314.3,-37.61
314.35,-37.59
314.4,-37.52
314.45,-37.43
314.5,-37.3
314.55,-37.19
314.6,-37.17
314.65,-37.21
314.7,-37.34
314.75,-37.48
314.8,-37.59
314.85,-37.65
314.9,-37.67
314.95,-37.69
315,-37.74
315.05,-37.83
315.1,-37.9
315.15,-37.88
315.2,-37.76
315.25,-37.56
315.3,-37.29
315.35,-36.96
315.4,-36.59
315.45,-36.19
315.5,-35.88
315.55,-35.66
315.6,-35.59
315.65,-35.59
315.7,-35.62
315.75,-35.65
315.8,-35.69
315.85,-35.83
315.9,-36.08
315.95,-36.41
316,-36.8
316.05,-37.23
316.1,-37.71
316.15,-38.23
316.2,-38.72
316.25,-39.19
316.3,-39.53
316.35,-39.73
316.4,-39.83
316.45,-39.87
316.5,-39.89
316.55,-39.89
316.6,-39.86
316.65,-39.81
316.7,-39.73
316.75,-39.64
316.8,-39.51
316.85,-39.37
316.9,-39.2
316.95,-39.01
317,-38.85
317.05,-38.74
317.1,-38.68
317.15,-38.62
317.2,-38.55
317.25,-38.46
317.3,-38.38
317.35,-38.29
317.4,-38.23
317.45,-38.19
317.5,-38.19
317.55,-38.21
317.6,-38.23
317.65,-38.26
317.7,-38.28
317.75,-38.33
317.8,-38.42
317.85,-38.57
317.9,-38.78
317.95,-39.02
318,-39.27
318.05,-39.49
318.1,-39.65
318.15,-39.75
318.2,-39.77
318.25,-39.73
318.3,-39.67
318.35,-39.59
318.4,-39.5
318.45,-39.39
318.5,-39.24
318.55,-39.01
318.6,-38.72
318.65,-38.38
318.7,-38
318.75,-37.67
318.8,-37.4
318.85,-37.2
318.9,-37.07
318.95,-36.98
319,-36.93
319.05,-36.88
319.1,-36.85
319.15,-36.82
319.2,-36.79
319.25,-36.77
319.3,-36.78
319.35,-36.81
319.4,-36.85
319.45,-36.87
319.5,-36.86
319.55,-36.83
319.6,-36.8
319.65,-36.77
319.7,-36.74
319.75,-36.67
319.8,-36.59
319.85,-36.5
319.9,-36.41
319.95,-36.33
320,-36.27
320.05,-36.21
320.1,-36.16
320.15,-36.13
320.2,-36.08
320.25,-36
320.3,-35.89
320.35,-35.76
320.4,-35.63
320.45,-35.55
320.5,-35.5
320.55,-35.45
320.6,-35.39
320.65,-35.33
320.7,-35.31
320.75,-35.32
320.8,-35.38
320.85,-35.43
320.9,-35.48
320.95,-35.54
321,-35.59
321.05,-35.65
321.1,-35.7
321.15,-35.73
321.2,-35.79
321.25,-35.89
321.3,-36.04
321.35,-36.19
321.4,-36.27
321.45,-36.26
321.5,-36.17
321.55,-36.07
321.6,-36.01
321.65,-35.98
321.7,-35.98
321.75,-35.97
321.8,-35.92
321.85,-35.85
321.9,-35.75
321.95,-35.63
322,-35.49
322.05,-35.37
322.1,-35.32
322.15,-35.34
322.2,-35.42
322.25,-35.49
322.3,-35.51
322.35,-35.48
322.4,-35.43
322.45,-35.43
322.5,-35.47
322.55,-35.56
322.6,-35.63
322.65,-35.68
322.7,-35.7
322.75,-35.68
322.8,-35.6
322.85,-35.5
322.9,-35.38
322.95,-35.34
323,-35.37
323.05,-35.42
323.1,-35.45
323.15,-35.42
323.2,-35.38
323.25,-35.35
323.3,-35.35
323.35,-35.36
323.4,-35.38
323.45,-35.39
323.5,-35.42
323.55,-35.43
323.6,-35.38
323.65,-35.24
323.7,-35.04
323.75,-34.89
323.8,-34.83
323.85,-34.85
323.9,-34.87
323.95,-34.86
324,-34.83
324.05,-34.82
324.1,-34.84
324.15,-34.87
324.2,-34.93
324.25,-35.04
324.3,-35.21
324.35,-35.43
324.4,-35.65
324.45,-35.82
324.5,-35.91
324.55,-35.93
324.6,-35.9
324.65,-35.87
324.7,-35.85
324.75,-35.84
324.8,-35.84
324.85,-35.8
324.9,-35.72
324.95,-35.59
325,-35.4
325.05,-35.19
325.1,-34.99
325.15,-34.82
325.2,-34.68
325.25,-34.56
325.3,-34.44
325.35,-34.33
325.4,-34.21
325.45,-34.07
325.5,-33.92
325.55,-33.83
325.6,-33.84
325.65,-33.93
325.7,-34.08
325.75,-34.27
325.8,-34.44
325.85,-34.58
325.9,-34.71
325.95,-34.87
326,-35.09
326.05,-35.31
326.1,-35.49
326.15,-35.65
326.2,-35.81
326.25,-35.93
326.3,-36
326.35,-35.98
326.4,-35.89
326.45,-35.77
326.5,-35.69
326.55,-35.65
326.6,-35.63
326.65,-35.59
326.7,-35.51
326.75,-35.43
326.8,-35.36
326.85,-35.3
326.9,-35.18
326.95,-35
327,-34.82
327.05,-34.7
327.1,-34.65
327.15,-34.65
327.2,-34.63
327.25,-34.57
327.3,-34.49
327.35,-34.4
327.4,-34.32
327.45,-34.25
327.5,-34.19
327.55,-34.16
327.6,-34.22
327.65,-34.36
327.7,-34.52
327.75,-34.67
327.8,-34.74
327.85,-34.7
327.9,-34.6
327.95,-34.52
328,-34.46
328.05,-34.43
328.1,-34.41
328.15,-34.38
328.2,-34.37
328.25,-34.35
328.3,-34.33
328.35,-34.3
328.4,-34.27
328.45,-34.26
328.5,-34.34
328.55,-34.52
328.6,-34.74
328.65,-34.92
328.7,-35.1
328.75,-35.27
328.8,-35.45
328.85,-35.6
328.9,-35.71
328.95,-35.76
329,-35.78
329.05,-35.76
329.1,-35.69
329.15,-35.61
329.2,-35.46
329.25,-35.27
329.3,-35.11
329.35,-34.99
329.4,-34.85
329.45,-34.64
329.5,-34.39
329.55,-34.17
329.6,-34.04
329.65,-33.96
329.7,-33.88
329.75,-33.81
329.8,-33.8
329.85,-33.83
329.9,-33.88
329.95,-33.93
330,-33.94
330.05,-33.97
330.1,-34.04
330.15,-34.18
330.2,-34.36
330.25,-34.53
330.3,-34.67
330.35,-34.82
330.4,-35.02
330.45,-35.23
330.5,-35.35
330.55,-35.38
330.6,-35.39
330.65,-35.45
330.7,-35.55
330.75,-35.62
330.8,-35.63
330.85,-35.58
330.9,-35.53
330.95,-35.46
331,-35.35
331.05,-35.14
331.1,-34.82
331.15,-34.46
331.2,-34.16
331.25,-33.94
331.3,-33.74
331.35,-33.51
331.4,-33.22
331.45,-32.9
331.5,-32.57
331.55,-32.28
331.6,-32.01
331.65,-31.75
331.7,-31.52
331.75,-31.39
331.8,-31.37
331.85,-31.35
331.9,-31.3
331.95,-31.19
332,-31.04
332.05,-30.86
332.1,-30.81
332.15,-30.9
332.2,-31.05
332.25,-31.19
332.3,-31.29
332.35,-31.36
332.4,-31.43
332.45,-31.49
332.5,-31.53
332.55,-31.59
332.6,-31.7
332.65,-31.85
332.7,-32.1
332.75,-32.39
332.8,-32.56
332.85,-32.62
332.9,-32.62
332.95,-32.63
333,-32.74
333.05,-32.94
333.1,-33.15
333.15,-33.34
333.2,-33.52
333.25,-33.67
333.3,-33.8
333.35,-33.94
333.4,-34.02
333.45,-34.1
333.5,-34.23
333.55,-34.37
333.6,-34.52
333.65,-34.7
333.7,-34.83
333.75,-34.86
333.8,-34.85
333.85,-34.85
333.9,-34.89
333.95,-35.05
334,-35.28
334.05,-35.53
334.1,-35.77
334.15,-35.96
334.2,-36.11
334.25,-36.3
334.3,-36.5
334.35,-36.65
334.4,-36.8
334.45,-37.01
334.5,-37.26
334.55,-37.53
334.6,-37.79
334.65,-37.96
334.7,-38
334.75,-37.95
334.8,-37.9
334.85,-37.9
334.9,-37.97
334.95,-38.05
335,-38.14
335.05,-38.26
335.1,-38.36
335.15,-38.44
335.2,-38.49
335.25,-38.49
335.3,-38.45
335.35,-38.41
335.4,-38.48
335.45,-38.62
335.5,-38.78
335.55,-38.9
335.6,-38.95
335.65,-38.95
335.7,-38.93
335.75,-38.87
335.8,-38.84
335.85,-38.81
335.9,-38.8
335.95,-38.79
336,-38.78
336.05,-38.79
336.1,-38.76
336.15,-38.68
336.2,-38.6
336.25,-38.53
336.3,-38.47
336.35,-38.42
336.4,-38.37
336.45,-38.32
336.5,-38.25
336.55,-38.17
336.6,-38.11
336.65,-38.07
336.7,-38.05
336.75,-38.02
336.8,-37.97
336.85,-37.91
336.9,-37.84
336.95,-37.78
337,-37.73
337.05,-37.69
337.1,-37.68
337.15,-37.71
337.2,-37.78
337.25,-37.87
337.3,-37.95
337.35,-38
337.4,-38.03
337.45,-38.08
337.5,-38.15
337.55,-38.26
337.6,-38.39
337.65,-38.54
337.7,-38.68
337.75,-38.82
337.8,-38.95
337.85,-39.05
337.9,-39.13
337.95,-39.19
338,-39.26
338.05,-39.35
338.1,-39.46
338.15,-39.58
338.2,-39.7
338.25,-39.77
338.3,-39.81
338.35,-39.83
338.4,-39.82
338.45,-39.81
338.5,-39.79
338.55,-39.78
338.6,-39.76
338.65,-39.75
338.7,-39.71
338.75,-39.65
338.8,-39.57
338.85,-39.46
338.9,-39.36
338.95,-39.3
339,-39.28
339.05,-39.29
339.1,-39.33
339.15,-39.37
339.2,-39.41
339.25,-39.45
339.3,-39.49
339.35,-39.54
339.4,-39.6
339.45,-39.66
339.5,-39.74
339.55,-39.82
339.6,-39.89
339.65,-39.94
339.7,-39.97
339.75,-40
339.8,-40.01
339.85,-40.04
339.9,-40.07
339.95,-40.1
340,-40.15
340.05,-40.2
340.1,-40.25
340.15,-40.31
340.2,-40.39
340.25,-40.48
340.3,-40.59
340.35,-40.72
340.4,-40.86
340.45,-41
340.5,-41.13
340.55,-41.26
340.6,-41.38
340.65,-41.5
340.7,-41.61
340.75,-41.7
340.8,-41.78
340.85,-41.85
340.9,-41.89
340.95,-41.91
341,-41.89
341.05,-41.83
341.1,-41.73
341.15,-41.6
341.2,-41.43
341.25,-41.23
341.3,-41.02
341.35,-40.8
341.4,-40.59
341.45,-40.38
341.5,-40.17
341.55,-39.96
341.6,-39.76
341.65,-39.58
341.7,-39.45
341.75,-39.37
341.8,-39.34
341.85,-39.36
341.9,-39.43
341.95,-39.54
342,-39.65
342.05,-39.75
342.1,-39.83
342.15,-39.89
342.2,-39.94
342.25,-39.97
342.3,-40
342.35,-40.02
342.4,-40.02
342.45,-39.98
342.5,-39.92
342.55,-39.82
342.6,-39.69
342.65,-39.53
342.7,-39.38
342.75,-39.25
342.8,-39.13
342.85,-39.03
342.9,-38.95
342.95,-38.91
343,-38.9
343.05,-38.9
343.1,-38.92
343.15,-38.96
343.2,-39.01
343.25,-39.06
343.3,-39.13
343.35,-39.22
343.4,-39.33
343.45,-39.44
343.5,-39.58
343.55,-39.72
343.6,-39.88
343.65,-40.01
343.7,-40.1
343.75,-40.17
343.8,-40.22
343.85,-40.25
343.9,-40.25
343.95,-40.26
344,-40.29
344.05,-40.31
344.1,-40.33
344.15,-40.35
344.2,-40.36
344.25,-40.36
344.3,-40.32
344.35,-40.29
344.4,-40.25
344.45,-40.21
344.5,-40.18
344.55,-40.15
344.6,-40.14
344.65,-40.13
344.7,-40.12
344.75,-40.1
344.8,-40.07
344.85,-40.03
344.9,-39.98
344.95,-39.93
345,-39.88
345.05,-39.85
345.1,-39.83
345.15,-39.82
345.2,-39.83
345.25,-39.84
345.3,-39.85
345.35,-39.86
345.4,-39.85
345.45,-39.85
345.5,-39.86
345.55,-39.89
345.6,-39.95
345.65,-40.02
345.7,-40.12
345.75,-40.23
345.8,-40.33
345.85,-40.4
345.9,-40.44
345.95,-40.46
346,-40.45
346.05,-40.43
346.1,-40.42
346.15,-40.4
346.2,-40.38
346.25,-40.34
346.3,-40.28
346.35,-40.19
346.4,-40.08
346.45,-39.96
346.5,-39.88
346.55,-39.84
346.6,-39.84
346.65,-39.88
346.7,-39.95
346.75,-40.01
346.8,-40.03
346.85,-40.02
346.9,-39.97
346.95,-39.89
347,-39.81
347.05,-39.75
347.1,-39.7
347.15,-39.67
347.2,-39.63
347.25,-39.59
347.3,-39.54
347.35,-39.49
347.4,-39.48
347.45,-39.52
347.5,-39.63
347.55,-39.82
347.6,-40.07
347.65,-40.36
347.7,-40.64
347.75,-40.89
347.8,-41.1
347.85,-41.28
347.9,-41.42
347.95,-41.52
348,-41.57
348.05,-41.58
348.1,-41.52
348.15,-41.4
348.2,-41.19
348.25,-40.89
348.3,-40.52
348.35,-40.1
348.4,-39.66
348.45,-39.22
348.5,-38.83
348.55,-38.5
348.6,-38.22
348.65,-38.02
348.7,-37.9
348.75,-37.82
348.8,-37.78
348.85,-37.77
348.9,-37.82
348.95,-37.95
349,-38.15
349.05,-38.41
349.1,-38.76
349.15,-39.14
349.2,-39.47
349.25,-39.74
349.3,-39.94
349.35,-40.07
349.4,-40.13
349.45,-40.16
349.5,-40.2
349.55,-40.25
349.6,-40.31
349.65,-40.37
349.7,-40.44
349.75,-40.48
349.8,-40.51
349.85,-40.52
349.9,-40.57
349.95,-40.63
350,-40.7
350.05,-40.79
350.1,-40.9
350.15,-40.99
350.2,-41.06
350.25,-41.13
350.3,-41.17
350.35,-41.16
350.4,-41.12
350.45,-41.05
350.5,-40.94
350.55,-40.81
350.6,-40.66
350.65,-40.55
350.7,-40.46
350.75,-40.39
350.8,-40.36
350.85,-40.35
350.9,-40.34
350.95,-40.33
351,-40.32
351.05,-40.31
351.1,-40.3
351.15,-40.3
351.2,-40.31
351.25,-40.32
351.3,-40.34
351.35,-40.34
351.4,-40.32
351.45,-40.3
351.5,-40.26
351.55,-40.22
351.6,-40.17
351.65,-40.14
351.7,-40.12
351.75,-40.1
351.8,-40.1
351.85,-40.11
351.9,-40.14
351.95,-40.18
352,-40.22
352.05,-40.26
352.1,-40.3
352.15,-40.32
352.2,-40.33
352.25,-40.32
352.3,-40.3
352.35,-40.27
352.4,-40.24
352.45,-40.19
352.5,-40.14
352.55,-40.09
352.6,-40.01
352.65,-39.93
352.7,-39.84
352.75,-39.76
352.8,-39.7
352.85,-39.65
352.9,-39.63
352.95,-39.64
353,-39.68
353.05,-39.74
353.1,-39.81
353.15,-39.9
353.2,-39.98
353.25,-40.06
353.3,-40.14
353.35,-40.22
353.4,-40.3
353.45,-40.37
353.5,-40.46
353.55,-40.56
353.6,-40.64
353.65,-40.7
353.7,-40.75
353.75,-40.78
353.8,-40.79
353.85,-40.8
353.9,-40.83
353.95,-40.89
354,-40.97
354.05,-41.08
354.1,-41.21
354.15,-41.34
354.2,-41.45
354.25,-41.53
354.3,-41.61
354.35,-41.67
354.4,-41.72
354.45,-41.77
354.5,-41.82
354.55,-41.85
354.6,-41.87
354.65,-41.86
354.7,-41.83
354.75,-41.78
354.8,-41.7
354.85,-41.6
354.9,-41.51
354.95,-41.42
355,-41.33
355.05,-41.24
355.1,-41.15
355.15,-41.07
355.2,-40.98
355.25,-40.9
